,YearWeekISO,ReportingCountry,Denominator,NumberDosesReceived,NumberDosesExported,FirstDose,FirstDoseRefused,SecondDose,DoseAdditional1,UnknownDose,Region,TargetGroup,Vaccine,Population
17707,2021-W46,GR,10718565.0,0.0,0.0,13731,,0,15296,0,EL,ALL,JANSS,10718565
17708,2021-W46,GR,461955.0,0.0,0.0,0,,0,0,0,EL,Age0_4,MOD,10718565
17709,2021-W46,GR,461955.0,0.0,0.0,0,,0,0,0,EL,Age0_4,JANSS,10718565
17710,2021-W46,GR,461955.0,0.0,0.0,0,,0,0,0,EL,Age0_4,AZ,10718565
17711,2021-W46,GR,461955.0,531180.0,0.0,0,,0,0,0,EL,Age0_4,COM,10718565
17712,2021-W46,GR,553606.0,0.0,0.0,0,,2,0,0,EL,Age10_14,MOD,10718565
17713,2021-W46,GR,553606.0,531180.0,0.0,6288,,2765,1,0,EL,Age10_14,COM,10718565
17714,2021-W46,GR,553606.0,0.0,0.0,1,,0,0,0,EL,Age10_14,JANSS,10718565
17715,2021-W46,GR,553606.0,0.0,0.0,0,,0,0,0,EL,Age10_14,AZ,10718565
17716,2021-W46,GR,326859.0,0.0,0.0,2,,0,0,0,EL,Age15_17,JANSS,10718565
17717,2021-W46,GR,326859.0,531180.0,0.0,7789,,3807,13,0,EL,Age15_17,COM,10718565
17718,2021-W46,GR,326859.0,0.0,0.0,0,,0,0,0,EL,Age15_17,AZ,10718565
17719,2021-W46,GR,326859.0,0.0,0.0,0,,2,0,0,EL,Age15_17,MOD,10718565
17720,2021-W46,GR,782452.0,0.0,0.0,2481,,0,1896,0,EL,Age18_24,JANSS,10718565
17721,2021-W46,GR,782452.0,0.0,0.0,6,,138,0,0,EL,Age18_24,MOD,10718565
17722,2021-W46,GR,782452.0,531180.0,0.0,10637,,4983,5617,0,EL,Age18_24,COM,10718565
17723,2021-W46,GR,782452.0,0.0,0.0,0,,0,0,0,EL,Age18_24,AZ,10718565
17724,2021-W46,GR,3497414.0,0.0,0.0,7879,,0,7963,0,EL,Age25_49,JANSS,10718565
17725,2021-W46,GR,3497414.0,531180.0,0.0,39870,,13888,34305,0,EL,Age25_49,COM,10718565
17726,2021-W46,GR,3497414.0,0.0,0.0,1652,,636,757,0,EL,Age25_49,MOD,10718565
17727,2021-W46,GR,3497414.0,0.0,0.0,0,,130,0,0,EL,Age25_49,AZ,10718565
17728,2021-W46,GR,1515472.0,0.0,0.0,456,,210,321,0,EL,Age50_59,MOD,10718565
17729,2021-W46,GR,1515472.0,0.0,0.0,1721,,0,2974,0,EL,Age50_59,JANSS,10718565
17730,2021-W46,GR,1515472.0,0.0,0.0,0,,21,0,0,EL,Age50_59,AZ,10718565
17731,2021-W46,GR,1515472.0,531180.0,0.0,11958,,4207,19462,0,EL,Age50_59,COM,10718565
17732,2021-W46,GR,511958.0,0.0,0.0,0,,0,0,0,EL,Age5_9,AZ,10718565
17733,2021-W46,GR,511958.0,531180.0,0.0,0,,0,0,0,EL,Age5_9,COM,10718565
17734,2021-W46,GR,511958.0,0.0,0.0,1,,0,0,0,EL,Age5_9,JANSS,10718565
17735,2021-W46,GR,511958.0,0.0,0.0,0,,0,0,0,EL,Age5_9,MOD,10718565
17736,2021-W46,GR,1291651.0,0.0,0.0,0,,82,0,0,EL,Age60_69,AZ,10718565
17737,2021-W46,GR,1291651.0,0.0,0.0,254,,114,3643,0,EL,Age60_69,MOD,10718565
17738,2021-W46,GR,1291651.0,0.0,0.0,799,,0,1201,0,EL,Age60_69,JANSS,10718565
17739,2021-W46,GR,1291651.0,531180.0,0.0,7886,,3117,55101,0,EL,Age60_69,COM,10718565
17740,2021-W46,GR,1003958.0,0.0,0.0,108,,51,5610,0,EL,Age70_79,MOD,10718565
17741,2021-W46,GR,1003958.0,0.0,0.0,0,,11,0,0,EL,Age70_79,AZ,10718565
17742,2021-W46,GR,1003958.0,0.0,0.0,304,,0,579,0,EL,Age70_79,JANSS,10718565
17743,2021-W46,GR,1003958.0,531180.0,0.0,3937,,1533,86281,0,EL,Age70_79,COM,10718565
17744,2021-W46,GR,773240.0,0.0,0.0,42,,16,231,0,EL,Age80+,MOD,10718565
17745,2021-W46,GR,773240.0,0.0,0.0,0,,4,0,0,EL,Age80+,AZ,10718565
17746,2021-W46,GR,773240.0,531180.0,0.0,2548,,961,42623,0,EL,Age80+,COM,10718565
17747,2021-W46,GR,773240.0,0.0,0.0,547,,0,683,0,EL,Age80+,JANSS,10718565
17748,2021-W46,GR,1854378.0,0.0,0.0,0,,0,0,0,EL,Age<18,AZ,10718565
17749,2021-W46,GR,1854378.0,531180.0,0.0,14077,,6572,14,0,EL,Age<18,COM,10718565
17750,2021-W46,GR,1854378.0,0.0,0.0,4,,0,0,0,EL,Age<18,JANSS,10718565
17751,2021-W46,GR,1854378.0,0.0,0.0,0,,4,0,0,EL,Age<18,MOD,10718565
17752,2021-W46,GR,,0.0,0.0,0,,0,0,0,EL,AgeUNK,JANSS,10718565
17753,2021-W46,GR,,0.0,0.0,0,,0,0,0,EL,AgeUNK,MOD,10718565
17754,2021-W46,GR,,531180.0,0.0,0,,0,0,0,EL,AgeUNK,COM,10718565
17755,2021-W46,GR,,0.0,0.0,0,,0,0,0,EL,AgeUNK,AZ,10718565
17756,2021-W46,GR,274955.0,0.0,0.0,79,,0,215,0,EL,HCW,JANSS,10718565
17757,2021-W46,GR,274955.0,531180.0,0.0,592,,287,14673,0,EL,HCW,COM,10718565
17758,2021-W46,GR,274955.0,0.0,0.0,22,,13,361,0,EL,HCW,MOD,10718565
17759,2021-W46,GR,274955.0,0.0,0.0,0,,2,0,0,EL,HCW,AZ,10718565
17760,2021-W46,GR,28997.0,531180.0,0.0,47,,141,2025,0,EL,LTCF,COM,10718565
17761,2021-W46,GR,28997.0,0.0,0.0,36,,0,0,0,EL,LTCF,JANSS,10718565
17762,2021-W47,GR,3068849.0,242190.0,0.0,17615,,7854,243134,0,EL,1_Age60+,COM,10718565
17763,2021-W47,GR,3068849.0,0.0,0.0,1876,,0,2701,0,EL,1_Age60+,JANSS,10718565
17764,2021-W47,GR,3068849.0,0.0,0.0,0,,4,0,0,EL,1_Age60+,AZ,10718565
17765,2021-W47,GR,3068849.0,0.0,0.0,294,,183,17363,0,EL,1_Age60+,MOD,10718565
17766,2021-W47,GR,5795338.0,242190.0,0.0,78720,,43749,74423,0,EL,1_Age<60,COM,10718565
17767,2021-W47,GR,5795338.0,0.0,0.0,0,,2,0,0,EL,1_Age<60,AZ,10718565
17768,2021-W47,GR,5795338.0,0.0,0.0,15387,,0,12187,0,EL,1_Age<60,JANSS,10718565
17769,2021-W47,GR,5795338.0,0.0,0.0,1274,,813,2224,0,EL,1_Age<60,MOD,10718565
17770,2021-W47,GR,10718565.0,242190.0,0.0,81736,,42627,317541,0,EL,ALL,COM,10718565
17771,2021-W47,GR,10718565.0,0.0,0.0,0,,6,0,0,EL,ALL,AZ,10718565
17772,2021-W47,GR,10718565.0,0.0,0.0,17258,,0,14888,0,EL,ALL,JANSS,10718565
17773,2021-W47,GR,10718565.0,0.0,0.0,1568,,993,19587,0,EL,ALL,MOD,10718565
17774,2021-W47,GR,461955.0,242190.0,0.0,2,,0,0,0,EL,Age0_4,COM,10718565
17775,2021-W47,GR,461955.0,0.0,0.0,0,,0,0,0,EL,Age0_4,AZ,10718565
17776,2021-W47,GR,461955.0,0.0,0.0,0,,0,0,0,EL,Age0_4,MOD,10718565
17777,2021-W47,GR,461955.0,0.0,0.0,0,,0,0,0,EL,Age0_4,JANSS,10718565
17778,2021-W47,GR,553606.0,0.0,0.0,0,,1,0,0,EL,Age10_14,MOD,10718565
17779,2021-W47,GR,553606.0,0.0,0.0,0,,0,0,0,EL,Age10_14,JANSS,10718565
17780,2021-W47,GR,553606.0,242190.0,0.0,6807,,3954,2,0,EL,Age10_14,COM,10718565
17781,2021-W47,GR,553606.0,0.0,0.0,0,,0,0,0,EL,Age10_14,AZ,10718565
17782,2021-W47,GR,326859.0,242190.0,0.0,7790,,5022,14,0,EL,Age15_17,COM,10718565
17783,2021-W47,GR,326859.0,0.0,0.0,5,,0,0,0,EL,Age15_17,JANSS,10718565
17784,2021-W47,GR,326859.0,0.0,0.0,0,,0,0,0,EL,Age15_17,AZ,10718565
17785,2021-W47,GR,326859.0,0.0,0.0,0,,2,0,0,EL,Age15_17,MOD,10718565
17786,2021-W47,GR,782452.0,242190.0,0.0,10740,,5816,5037,0,EL,Age18_24,COM,10718565
17787,2021-W47,GR,782452.0,0.0,0.0,3366,,0,1864,0,EL,Age18_24,JANSS,10718565
17788,2021-W47,GR,782452.0,0.0,0.0,2,,31,1,0,EL,Age18_24,MOD,10718565
17789,2021-W47,GR,782452.0,0.0,0.0,0,,0,0,0,EL,Age18_24,AZ,10718565
17790,2021-W47,GR,3497414.0,242190.0,0.0,40618,,22552,34687,0,EL,Age25_49,COM,10718565
17791,2021-W47,GR,3497414.0,0.0,0.0,973,,557,1044,0,EL,Age25_49,MOD,10718565
17792,2021-W47,GR,3497414.0,0.0,0.0,9852,,0,7505,0,EL,Age25_49,JANSS,10718565
17793,2021-W47,GR,3497414.0,0.0,0.0,0,,2,0,0,EL,Age25_49,AZ,10718565
17794,2021-W47,GR,1515472.0,0.0,0.0,299,,222,1179,0,EL,Age50_59,MOD,10718565
17795,2021-W47,GR,1515472.0,242190.0,0.0,12763,,6405,34683,0,EL,Age50_59,COM,10718565
17796,2021-W47,GR,1515472.0,0.0,0.0,0,,0,0,0,EL,Age50_59,AZ,10718565
17797,2021-W47,GR,1515472.0,0.0,0.0,2164,,0,2818,0,EL,Age50_59,JANSS,10718565
17798,2021-W47,GR,511958.0,242190.0,0.0,0,,0,0,0,EL,Age5_9,COM,10718565
17799,2021-W47,GR,511958.0,0.0,0.0,0,,0,0,0,EL,Age5_9,AZ,10718565
17800,2021-W47,GR,511958.0,0.0,0.0,0,,0,0,0,EL,Age5_9,MOD,10718565
17801,2021-W47,GR,511958.0,0.0,0.0,0,,0,0,0,EL,Age5_9,JANSS,10718565
17802,2021-W47,GR,1291651.0,0.0,0.0,0,,4,0,0,EL,Age60_69,AZ,10718565
17803,2021-W47,GR,1291651.0,0.0,0.0,175,,109,8141,0,EL,Age60_69,MOD,10718565
17804,2021-W47,GR,1291651.0,0.0,0.0,988,,0,1394,0,EL,Age60_69,JANSS,10718565
17805,2021-W47,GR,1291651.0,242190.0,0.0,9183,,4513,94621,0,EL,Age60_69,COM,10718565
17806,2021-W47,GR,1003958.0,0.0,0.0,0,,0,0,0,EL,Age70_79,AZ,10718565
17807,2021-W47,GR,1003958.0,242190.0,0.0,4977,,2081,100691,0,EL,Age70_79,COM,10718565
17808,2021-W47,GR,1003958.0,0.0,0.0,81,,61,8730,0,EL,Age70_79,MOD,10718565
17809,2021-W47,GR,1003958.0,0.0,0.0,383,,0,581,0,EL,Age70_79,JANSS,10718565
17810,2021-W47,GR,773240.0,242190.0,0.0,3455,,1260,47822,0,EL,Age80+,COM,10718565
17811,2021-W47,GR,773240.0,0.0,0.0,505,,0,726,0,EL,Age80+,JANSS,10718565
17812,2021-W47,GR,773240.0,0.0,0.0,38,,13,492,0,EL,Age80+,MOD,10718565
17813,2021-W47,GR,773240.0,0.0,0.0,0,,0,0,0,EL,Age80+,AZ,10718565
17814,2021-W47,GR,1854378.0,242190.0,0.0,14599,,8976,16,0,EL,Age<18,COM,10718565
17815,2021-W47,GR,1854378.0,0.0,0.0,0,,0,0,0,EL,Age<18,AZ,10718565
17816,2021-W47,GR,1854378.0,0.0,0.0,0,,3,0,0,EL,Age<18,MOD,10718565
17817,2021-W47,GR,1854378.0,0.0,0.0,5,,0,0,0,EL,Age<18,JANSS,10718565
17818,2021-W47,GR,,0.0,0.0,0,,0,0,0,EL,AgeUNK,AZ,10718565
17819,2021-W47,GR,,0.0,0.0,0,,0,0,0,EL,AgeUNK,JANSS,10718565
17820,2021-W47,GR,,0.0,0.0,0,,0,0,0,EL,AgeUNK,MOD,10718565
17821,2021-W47,GR,,242190.0,0.0,0,,0,0,0,EL,AgeUNK,COM,10718565
17822,2021-W47,GR,274955.0,0.0,0.0,22,,15,446,0,EL,HCW,MOD,10718565
17823,2021-W47,GR,274955.0,0.0,0.0,0,,0,0,0,EL,HCW,AZ,10718565
17824,2021-W47,GR,274955.0,0.0,0.0,77,,0,232,0,EL,HCW,JANSS,10718565
17825,2021-W47,GR,274955.0,242190.0,0.0,603,,402,14736,0,EL,HCW,COM,10718565
17826,2021-W47,GR,28997.0,0.0,0.0,19,,0,0,0,EL,LTCF,JANSS,10718565
17827,2021-W47,GR,28997.0,242190.0,0.0,126,,207,2047,0,EL,LTCF,COM,10718565
17828,2021-W48,GR,3068849.0,0.0,0.0,0,,0,0,0,EL,1_Age60+,AZ,10718565
17829,2021-W48,GR,3068849.0,379110.0,0.0,41028,,11055,246915,0,EL,1_Age60+,COM,10718565
17830,2021-W48,GR,3068849.0,0.0,0.0,482,,305,15850,0,EL,1_Age60+,MOD,10718565
17831,2021-W48,GR,3068849.0,0.0,0.0,2578,,0,2322,0,EL,1_Age60+,JANSS,10718565
17832,2021-W48,GR,5795338.0,0.0,0.0,0,,1,0,0,EL,1_Age<60,AZ,10718565
17833,2021-W48,GR,5795338.0,0.0,0.0,1005,,1717,9301,0,EL,1_Age<60,MOD,10718565
17834,2021-W48,GR,5795338.0,379110.0,0.0,71726,,56629,171498,0,EL,1_Age<60,COM,10718565
17835,2021-W48,GR,5795338.0,0.0,0.0,12360,,0,11200,0,EL,1_Age<60,JANSS,10718565
17836,2021-W48,GR,10718565.0,0.0,0.0,0,,1,0,0,EL,ALL,AZ,10718565
17837,2021-W48,GR,10718565.0,379110.0,0.0,99394,,57450,418405,0,EL,ALL,COM,10718565
17838,2021-W48,GR,10718565.0,0.0,0.0,1487,,2018,25151,0,EL,ALL,MOD,10718565
17839,2021-W48,GR,10718565.0,0.0,0.0,14934,,0,13522,0,EL,ALL,JANSS,10718565
17840,2021-W48,GR,461955.0,0.0,0.0,0,,0,0,0,EL,Age0_4,JANSS,10718565
17841,2021-W48,GR,461955.0,0.0,0.0,0,,0,0,0,EL,Age0_4,AZ,10718565
17842,2021-W48,GR,461955.0,0.0,0.0,0,,0,0,0,EL,Age0_4,MOD,10718565
17843,2021-W48,GR,461955.0,379110.0,0.0,0,,1,0,0,EL,Age0_4,COM,10718565
17844,2021-W48,GR,553606.0,0.0,0.0,0,,0,0,0,EL,Age10_14,AZ,10718565
17845,2021-W48,GR,553606.0,0.0,0.0,0,,2,0,0,EL,Age10_14,MOD,10718565
17846,2021-W48,GR,553606.0,0.0,0.0,1,,0,0,0,EL,Age10_14,JANSS,10718565
17847,2021-W48,GR,553606.0,379110.0,0.0,6443,,4471,0,0,EL,Age10_14,COM,10718565
17848,2021-W48,GR,326859.0,0.0,0.0,0,,0,0,0,EL,Age15_17,AZ,10718565
17849,2021-W48,GR,326859.0,379110.0,0.0,6916,,5762,8,0,EL,Age15_17,COM,10718565
17850,2021-W48,GR,326859.0,0.0,0.0,3,,0,0,0,EL,Age15_17,JANSS,10718565
17851,2021-W48,GR,326859.0,0.0,0.0,0,,2,0,0,EL,Age15_17,MOD,10718565
17852,2021-W48,GR,782452.0,379110.0,0.0,9333,,7236,6352,0,EL,Age18_24,COM,10718565
17853,2021-W48,GR,782452.0,0.0,0.0,1,,51,2,0,EL,Age18_24,MOD,10718565
17854,2021-W48,GR,782452.0,0.0,0.0,0,,0,0,0,EL,Age18_24,AZ,10718565
17855,2021-W48,GR,782452.0,0.0,0.0,2654,,0,1726,0,EL,Age18_24,JANSS,10718565
17856,2021-W48,GR,3497414.0,0.0,0.0,777,,1267,3121,0,EL,Age25_49,MOD,10718565
17857,2021-W48,GR,3497414.0,0.0,0.0,0,,1,0,0,EL,Age25_49,AZ,10718565
17858,2021-W48,GR,3497414.0,0.0,0.0,7974,,0,7079,0,EL,Age25_49,JANSS,10718565
17859,2021-W48,GR,3497414.0,379110.0,0.0,36247,,30402,67551,0,EL,Age25_49,COM,10718565
17860,2021-W48,GR,1515472.0,0.0,0.0,227,,395,6178,0,EL,Age50_59,MOD,10718565
17861,2021-W48,GR,1515472.0,0.0,0.0,1728,,0,2395,0,EL,Age50_59,JANSS,10718565
17862,2021-W48,GR,1515472.0,0.0,0.0,0,,0,0,0,EL,Age50_59,AZ,10718565
17863,2021-W48,GR,1515472.0,379110.0,0.0,12786,,8757,97587,0,EL,Age50_59,COM,10718565
17864,2021-W48,GR,511958.0,0.0,0.0,0,,0,0,0,EL,Age5_9,JANSS,10718565
17865,2021-W48,GR,511958.0,0.0,0.0,0,,0,0,0,EL,Age5_9,AZ,10718565
17866,2021-W48,GR,511958.0,0.0,0.0,0,,0,0,0,EL,Age5_9,MOD,10718565
17867,2021-W48,GR,511958.0,379110.0,0.0,1,,0,0,0,EL,Age5_9,COM,10718565
17868,2021-W48,GR,1291651.0,0.0,0.0,288,,184,8322,0,EL,Age60_69,MOD,10718565
17869,2021-W48,GR,1291651.0,0.0,0.0,0,,0,0,0,EL,Age60_69,AZ,10718565
17870,2021-W48,GR,1291651.0,0.0,0.0,1246,,0,1226,0,EL,Age60_69,JANSS,10718565
17871,2021-W48,GR,1291651.0,379110.0,0.0,18064,,6155,119726,0,EL,Age60_69,COM,10718565
17872,2021-W48,GR,1003958.0,379110.0,0.0,11859,,3010,83994,0,EL,Age70_79,COM,10718565
17873,2021-W48,GR,1003958.0,0.0,0.0,506,,0,510,0,EL,Age70_79,JANSS,10718565
17874,2021-W48,GR,1003958.0,0.0,0.0,0,,0,0,0,EL,Age70_79,AZ,10718565
17875,2021-W48,GR,1003958.0,0.0,0.0,120,,89,7009,0,EL,Age70_79,MOD,10718565
17876,2021-W48,GR,773240.0,0.0,0.0,826,,0,586,0,EL,Age80+,JANSS,10718565
17877,2021-W48,GR,773240.0,0.0,0.0,0,,0,0,0,EL,Age80+,AZ,10718565
17878,2021-W48,GR,773240.0,379110.0,0.0,11105,,1890,43195,0,EL,Age80+,COM,10718565
17879,2021-W48,GR,773240.0,0.0,0.0,74,,32,519,0,EL,Age80+,MOD,10718565
17880,2021-W48,GR,1854378.0,0.0,0.0,4,,0,0,0,EL,Age<18,JANSS,10718565
17881,2021-W48,GR,1854378.0,0.0,0.0,0,,4,0,0,EL,Age<18,MOD,10718565
17882,2021-W48,GR,1854378.0,379110.0,0.0,13360,,10234,8,0,EL,Age<18,COM,10718565
17883,2021-W48,GR,1854378.0,0.0,0.0,0,,0,0,0,EL,Age<18,AZ,10718565
17884,2021-W48,GR,,0.0,0.0,0,,0,0,0,EL,AgeUNK,MOD,10718565
17885,2021-W48,GR,,0.0,0.0,0,,0,0,0,EL,AgeUNK,JANSS,10718565
17886,2021-W48,GR,,0.0,0.0,0,,0,0,0,EL,AgeUNK,AZ,10718565
17887,2021-W48,GR,,379110.0,0.0,19,,0,0,0,EL,AgeUNK,COM,10718565
17888,2021-W48,GR,274955.0,379110.0,0.0,563,,497,13521,0,EL,HCW,COM,10718565
17889,2021-W48,GR,274955.0,0.0,0.0,72,,0,214,0,EL,HCW,JANSS,10718565
17890,2021-W48,GR,274955.0,0.0,0.0,0,,0,0,0,EL,HCW,AZ,10718565
17891,2021-W48,GR,274955.0,0.0,0.0,12,,16,477,0,EL,HCW,MOD,10718565
17892,2021-W48,GR,28997.0,379110.0,0.0,50,,123,1729,0,EL,LTCF,COM,10718565
17893,2021-W49,GR,3068849.0,503100.0,0.0,33825,,14653,245635,0,EL,1_Age60+,COM,10718565
17894,2021-W49,GR,3068849.0,0.0,0.0,3541,,0,2137,0,EL,1_Age60+,JANSS,10718565
17895,2021-W49,GR,3068849.0,0.0,0.0,602,,588,11434,0,EL,1_Age60+,MOD,10718565
17896,2021-W49,GR,3068849.0,0.0,0.0,0,,0,0,0,EL,1_Age60+,AZ,10718565
17897,2021-W49,GR,5795338.0,0.0,0.0,1101,,3005,18986,0,EL,1_Age<60,MOD,10718565
17898,2021-W49,GR,5795338.0,0.0,0.0,9709,,0,12301,0,EL,1_Age<60,JANSS,10718565
17899,2021-W49,GR,5795338.0,0.0,0.0,0,,1,0,0,EL,1_Age<60,AZ,10718565
17900,2021-W49,GR,5795338.0,503100.0,0.0,54005,,70057,270139,0,EL,1_Age<60,COM,10718565
17901,2021-W49,GR,10718565.0,503100.0,0.0,75598,,71847,515754,0,EL,ALL,COM,10718565
17902,2021-W49,GR,10718565.0,0.0,0.0,1703,,3590,30420,0,EL,ALL,MOD,10718565
17903,2021-W49,GR,10718565.0,0.0,0.0,13250,,0,14438,0,EL,ALL,JANSS,10718565
17904,2021-W49,GR,10718565.0,0.0,0.0,0,,1,0,0,EL,ALL,AZ,10718565
17905,2021-W49,GR,461955.0,503100.0,0.0,0,,0,0,0,EL,Age0_4,COM,10718565
17906,2021-W49,GR,461955.0,0.0,0.0,0,,0,0,0,EL,Age0_4,JANSS,10718565
17907,2021-W49,GR,461955.0,0.0,0.0,0,,0,0,0,EL,Age0_4,MOD,10718565
17908,2021-W49,GR,461955.0,0.0,0.0,0,,0,0,0,EL,Age0_4,AZ,10718565
17909,2021-W49,GR,553606.0,503100.0,0.0,6474,,5774,2,0,EL,Age10_14,COM,10718565
17910,2021-W49,GR,553606.0,0.0,0.0,0,,0,0,0,EL,Age10_14,JANSS,10718565
17911,2021-W49,GR,553606.0,0.0,0.0,0,,0,0,0,EL,Age10_14,AZ,10718565
17912,2021-W49,GR,553606.0,0.0,0.0,0,,1,0,0,EL,Age10_14,MOD,10718565
17913,2021-W49,GR,326859.0,0.0,0.0,0,,0,0,0,EL,Age15_17,JANSS,10718565
17914,2021-W49,GR,326859.0,503100.0,0.0,5758,,7089,18,0,EL,Age15_17,COM,10718565
17915,2021-W49,GR,326859.0,0.0,0.0,0,,0,0,0,EL,Age15_17,AZ,10718565
17916,2021-W49,GR,326859.0,0.0,0.0,0,,2,0,0,EL,Age15_17,MOD,10718565
17917,2021-W49,GR,782452.0,0.0,0.0,2261,,0,2124,0,EL,Age18_24,JANSS,10718565
17918,2021-W49,GR,782452.0,0.0,0.0,0,,0,0,0,EL,Age18_24,AZ,10718565
17919,2021-W49,GR,782452.0,0.0,0.0,0,,121,2,0,EL,Age18_24,MOD,10718565
17920,2021-W49,GR,782452.0,503100.0,0.0,7243,,9440,8627,0,EL,Age18_24,COM,10718565
17921,2021-W49,GR,3497414.0,0.0,0.0,838,,2148,8748,0,EL,Age25_49,MOD,10718565
17922,2021-W49,GR,3497414.0,0.0,0.0,6077,,0,7780,0,EL,Age25_49,JANSS,10718565
17923,2021-W49,GR,3497414.0,503100.0,0.0,25212,,36597,131545,0,EL,Age25_49,COM,10718565
17924,2021-W49,GR,3497414.0,0.0,0.0,0,,1,0,0,EL,Age25_49,AZ,10718565
17925,2021-W49,GR,1515472.0,503100.0,0.0,9318,,11157,129947,0,EL,Age50_59,COM,10718565
17926,2021-W49,GR,1515472.0,0.0,0.0,1371,,0,2397,0,EL,Age50_59,JANSS,10718565
17927,2021-W49,GR,1515472.0,0.0,0.0,0,,0,0,0,EL,Age50_59,AZ,10718565
17928,2021-W49,GR,1515472.0,0.0,0.0,263,,733,10236,0,EL,Age50_59,MOD,10718565
17929,2021-W49,GR,511958.0,503100.0,0.0,0,,0,0,0,EL,Age5_9,COM,10718565
17930,2021-W49,GR,511958.0,0.0,0.0,0,,0,0,0,EL,Age5_9,JANSS,10718565
17931,2021-W49,GR,511958.0,0.0,0.0,0,,0,0,0,EL,Age5_9,MOD,10718565
17932,2021-W49,GR,511958.0,0.0,0.0,0,,0,0,0,EL,Age5_9,AZ,10718565
17933,2021-W49,GR,1291651.0,0.0,0.0,334,,393,7875,0,EL,Age60_69,MOD,10718565
17934,2021-W49,GR,1291651.0,0.0,0.0,1366,,0,1203,0,EL,Age60_69,JANSS,10718565
17935,2021-W49,GR,1291651.0,503100.0,0.0,13829,,7945,140669,0,EL,Age60_69,COM,10718565
17936,2021-W49,GR,1291651.0,0.0,0.0,0,,0,0,0,EL,Age60_69,AZ,10718565
17937,2021-W49,GR,1003958.0,0.0,0.0,656,,0,448,0,EL,Age70_79,JANSS,10718565
17938,2021-W49,GR,1003958.0,0.0,0.0,0,,0,0,0,EL,Age70_79,AZ,10718565
17939,2021-W49,GR,1003958.0,0.0,0.0,154,,128,3233,0,EL,Age70_79,MOD,10718565
17940,2021-W49,GR,1003958.0,503100.0,0.0,9335,,4050,71492,0,EL,Age70_79,COM,10718565
17941,2021-W49,GR,773240.0,0.0,0.0,0,,0,0,0,EL,Age80+,AZ,10718565
17942,2021-W49,GR,773240.0,0.0,0.0,1519,,0,486,0,EL,Age80+,JANSS,10718565
17943,2021-W49,GR,773240.0,503100.0,0.0,10661,,2658,33474,0,EL,Age80+,COM,10718565
17944,2021-W49,GR,773240.0,0.0,0.0,114,,67,326,0,EL,Age80+,MOD,10718565
17945,2021-W49,GR,1854378.0,0.0,0.0,0,,0,0,0,EL,Age<18,AZ,10718565
17946,2021-W49,GR,1854378.0,503100.0,0.0,12232,,12863,20,0,EL,Age<18,COM,10718565
17947,2021-W49,GR,1854378.0,0.0,0.0,0,,0,0,0,EL,Age<18,JANSS,10718565
17948,2021-W49,GR,1854378.0,0.0,0.0,0,,3,0,0,EL,Age<18,MOD,10718565
17949,2021-W49,GR,,0.0,0.0,0,,0,0,0,EL,AgeUNK,JANSS,10718565
17950,2021-W49,GR,,503100.0,0.0,31,,0,0,0,EL,AgeUNK,COM,10718565
17951,2021-W49,GR,,0.0,0.0,0,,0,0,0,EL,AgeUNK,AZ,10718565
17952,2021-W49,GR,,0.0,0.0,0,,0,0,0,EL,AgeUNK,MOD,10718565
17953,2021-W49,GR,274955.0,0.0,0.0,82,,0,235,0,EL,HCW,JANSS,10718565
17954,2021-W49,GR,274955.0,503100.0,0.0,395,,589,12169,0,EL,HCW,COM,10718565
17955,2021-W49,GR,274955.0,0.0,0.0,18,,33,369,0,EL,HCW,MOD,10718565
17956,2021-W49,GR,274955.0,0.0,0.0,0,,0,0,0,EL,HCW,AZ,10718565
17957,2021-W49,GR,28997.0,503100.0,0.0,67,,164,2175,0,EL,LTCF,COM,10718565
17958,2021-W50,GR,3068849.0,0.0,0.0,730,,457,13752,0,EL,1_Age60+,MOD,10718565
17959,2021-W50,GR,3068849.0,375570.0,0.0,30988,,17189,227409,0,EL,1_Age60+,COM,10718565
17960,2021-W50,GR,3068849.0,355200.0,0.0,3117,,0,1717,0,EL,1_Age60+,JANSS,10718565
17961,2021-W50,GR,3068849.0,0.0,0.0,0,,1,0,0,EL,1_Age60+,AZ,10718565
17962,2021-W50,GR,5795338.0,0.0,0.0,975,,2042,28754,0,EL,1_Age<60,MOD,10718565
17963,2021-W50,GR,5795338.0,375570.0,0.0,47021,,71782,293722,0,EL,1_Age<60,COM,10718565
17964,2021-W50,GR,5795338.0,355200.0,0.0,6649,,0,10052,0,EL,1_Age<60,JANSS,10718565
17965,2021-W50,GR,5795338.0,0.0,0.0,0,,0,0,0,EL,1_Age<60,AZ,10718565
17966,2021-W50,GR,10718565.0,0.0,0.0,1705,,2497,42506,0,EL,ALL,MOD,10718565
17967,2021-W50,GR,10718565.0,355200.0,0.0,9762,,0,11769,0,EL,ALL,JANSS,10718565
17968,2021-W50,GR,10718565.0,0.0,0.0,0,,1,0,0,EL,ALL,AZ,10718565
17969,2021-W50,GR,10718565.0,375570.0,0.0,61667,,75399,521119,0,EL,ALL,COM,10718565
17970,2021-W50,GR,461955.0,0.0,0.0,0,,0,0,0,EL,Age0_4,AZ,10718565
17971,2021-W50,GR,461955.0,0.0,0.0,0,,0,0,0,EL,Age0_4,MOD,10718565
17972,2021-W50,GR,461955.0,375570.0,0.0,0,,2,0,0,EL,Age0_4,COM,10718565
